Annotation Cluster 1	Enrichment Score: 2.6257366863465244
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	8	14.545454545454545	6.495404862975764E-4	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	55	550	20063	5.3059173553719	0.1382526081525438	0.1382526081525438	0.828973983305481
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	8	14.545454545454545	9.611349971859323E-4	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	55	588	20063	4.963017934446506	0.19764630734224675	0.10425802115913241	1.224392658242146
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2	8	14.545454545454545	0.0012467898059923608	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	55	615	20063	4.745129342202513	0.24850671265087598	0.09083710707523729	1.5856158056594016
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	8	14.545454545454545	0.0015120559463668397	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	55	636	20063	4.588450543167524	0.2928573453046701	0.08298432647030274	1.919965590241135
INTERPRO	IPR015880:Zinc finger, C2H2-like	8	14.545454545454545	0.005123459406524343	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	53	762	18559	3.6763234784331202	0.522730817411121	0.3091532857508267	5.908876516553796
INTERPRO	IPR007087:Zinc finger, C2H2	8	14.545454545454545	0.006606194575126046	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	53	799	18559	3.506080714100172	0.6149754330753503	0.21227956826308925	7.558244435604655
SMART	SM00355:ZnF_C2H2	8	14.545454545454545	0.010461087011765444	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000119725, ENSG00000175105, ENSG00000196646	34	762	10057	3.105450054037363	0.27819614998290465	0.1504095986788131	8.63822418990885

Annotation Cluster 2	Enrichment Score: 2.210761089191947
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:KRAB	6	10.909090909090908	0.00225874447900576	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000196646	55	343	20063	6.381023058574079	0.40419243254232007	0.09838484508775103	2.855500722245463
INTERPRO	IPR001909:Krueppel-associated box	6	10.909090909090908	0.005243185709657698	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000196646	53	402	18559	5.226415094339623	0.5309308312146236	0.22301560566761147	6.043051196192739
UP_SEQ_FEATURE	zinc finger region:C2H2-type 7	6	10.909090909090908	0.008005091020978388	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000196646	55	463	20063	4.727194188101316	0.8412687196884134	0.18494911305222816	9.78458776949318
SMART	SM00349:KRAB	6	10.909090909090908	0.00845750680581444	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000196646	34	392	10057	4.527460984393758	0.23148692938682647	0.23148692938682647	7.036771808877729
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	6	10.909090909090908	0.011018527992422545	ENSG00000146587, ENSG00000172888, ENSG00000197714, ENSG00000124459, ENSG00000213799, ENSG00000196646	55	501	20063	4.3686445291235705	0.9209161887420266	0.19057993529119888	13.233304063441121

Annotation Cluster 3	Enrichment Score: 2.1194481166102626
