Annotation Cluster 1	Enrichment Score: 3.109588011764799
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:Peptidase S1	12	1.6172506738544474	5.345726011173049E-4	ENSG00000197540, ENSG00000100450, ENSG00000185198, ENSG00000257017, ENSG00000007038, ENSG00000172232, ENSG00000100453, ENSG00000113088, ENSG00000197561, ENSG00000141086, ENSG00000109758, ENSG00000139610	618	109	20063	3.5740625278346836	0.5916573067897011	0.07819593880283571	0.8962644763341632
INTERPRO	IPR001314:Peptidase S1A, chymotrypsin-type	12	1.6172506738544474	6.848335060720903E-4	ENSG00000197540, ENSG00000100450, ENSG00000185198, ENSG00000257017, ENSG00000007038, ENSG00000172232, ENSG00000100453, ENSG00000113088, ENSG00000197561, ENSG00000141086, ENSG00000109758, ENSG00000139610	568	113	18559	3.4698367194316337	0.46645264985207413	0.05550961203662663	1.064722222454051
SMART	SM00020:Tryp_SPc	12	1.6172506738544474	0.0012812806532226093	ENSG00000197540, ENSG00000100450, ENSG00000185198, ENSG00000257017, ENSG00000007038, ENSG00000172232, ENSG00000100453, ENSG00000113088, ENSG00000197561, ENSG00000141086, ENSG00000109758, ENSG00000139610	320	118	10057	3.196080508474576	0.23994909657378516	0.06629288139347678	1.611645708372722

Annotation Cluster 2	Enrichment Score: 1.8827999751124638
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR023578:Ras guanine nucleotide exchange factor, domain	5	0.6738544474393532	0.012579169214427258	ENSG00000152689, ENSG00000205517, ENSG00000125731, ENSG00000079337, ENSG00000058335	568	30	18559	5.445715962441315	0.9999909093429044	0.49481926439564927	17.94647610413894
INTERPRO	IPR001895:Guanine-nucleotide dissociation stimulator CDC25	5	0.6738544474393532	0.012579169214427258	ENSG00000152689, ENSG00000205517, ENSG00000125731, ENSG00000079337, ENSG00000058335	568	30	18559	5.445715962441315	0.9999909093429044	0.49481926439564927	17.94647610413894
SMART	SM00147:RasGEF	5	0.6738544474393532	0.014200255420292497	ENSG00000152689, ENSG00000205517, ENSG00000125731, ENSG00000079337, ENSG00000058335	320	30	10057	5.238020833333333	0.9531421803227146	0.45780386758961944	16.57698803475919

Annotation Cluster 3	Enrichment Score: 1.7407053444515392
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR004045:Glutathione S-transferase, N-terminal	5	0.6738544474393532	0.0075522694023191705	ENSG00000170899, ENSG00000134202, ENSG00000168765, ENSG00000169583, ENSG00000163106	568	26	18559	6.283518418201517	0.9990430073251391	0.4141826889560071	11.17067872252675
GOTERM_MF_DIRECT	GO:0004364~glutathione transferase activity	5	0.6738544474393532	0.022177587983419813	ENSG00000170899, ENSG00000134202, ENSG00000168765, ENSG00000169583, ENSG00000163106	523	35	16881	4.611035236274242	0.999999563713623	0.8765770420894968	28.47110231477664
INTERPRO	IPR010987:Glutathione S-transferase, C-terminal-like	5	0.6738544474393532	0.035800754723006124	ENSG00000170899, ENSG00000134202, ENSG00000168765, ENSG00000169583, ENSG00000163106	568	41	18559	3.9846702164204744	0.999999999999997	0.7812022240995349	43.427773509396474

Annotation Cluster 4	Enrichment Score: 1.484120589776386
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00229:RasGEFN	4	0.5390835579514826	0.024156379143212257	ENSG00000152689, ENSG00000205517, ENSG00000079337, ENSG00000058335	320	20	10057	6.2856250000000005	0.9946621215918827	0.5264799395658797	26.646903584337235
INTERPRO	IPR000651:Ras-like guanine nucleotide exchange factor, N-terminal	4	0.5390835579514826	0.028365909809452056	ENSG00000152689, ENSG00000205517, ENSG00000079337, ENSG00000058335	568	22	18559	5.940781049935979	0.9999999999965326	0.7326988646212915	36.21358725476323
UP_SEQ_FEATURE	domain:N-terminal Ras-GEF	4	0.5390835579514826	0.028857094278525463	ENSG00000152689, ENSG00000205517, ENSG00000079337, ENSG00000058335	618	22	20063	5.902618417181524	1.0	0.8157142222120853	38.92194742076976
